"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2013 in 1000 USD ","2014 in 1000 USD ","2015 in 1000 USD ","2016 in 1000 USD "
"H4","ARG","110423","Argentina","WLD"," World","Export",6,14299.91,11936.342,36814.922,8836.513
"H4","ARG","110429","Argentina","WLD"," World","Export",6,3062.878,2009.528,3188.083,18.557
"H4","ARG","110430","Argentina","WLD"," World","Export",6,,31.783,16.191,
"H4","ARG","110520","Argentina","WLD"," World","Export",6,725.079,1196.296,615.273,604.805
"H4","ARG","110610","Argentina","WLD"," World","Export",6,1435.856,916.53,1028.29,815.859
"H4","ARG","110620","Argentina","WLD"," World","Export",6,8.7,,,
"H4","ARG","110630","Argentina","WLD"," World","Export",6,126.948,65.592,2.055,8.138
"H4","ARG","110710","Argentina","WLD"," World","Export",6,307851.627,334632.566,315924.072,252192.787
"H4","ARG","110720","Argentina","WLD"," World","Export",6,4.489,7.375,6.336,11.228
"H4","ARG","110811","Argentina","WLD"," World","Export",6,3285.324,6163.193,4025.487,5710.885
"H4","ARG","110812","Argentina","WLD"," World","Export",6,19487.433,17049.471,16504.87,13685.085
"H4","ARG","110813","Argentina","WLD"," World","Export",6,,,3.279,2.481
"H4","ARG","110819","Argentina","WLD"," World","Export",6,0.156,,,
"H4","ARG","110820","Argentina","WLD"," World","Export",6,,2.335,,
"H4","ARG","110900","Argentina","WLD"," World","Export",6,344.038,1267.725,3106.815,1449
"H4","ARG","120110","Argentina","WLD"," World","Export",6,28612.473,28041.757,18147.769,22174.303
"H4","ARG","120190","Argentina","WLD"," World","Export",6,4061611.092,3748345.337,4251797.006,3211128.232
"H4","ARG","120230","Argentina","WLD"," World","Export",6,83.2,81.9,,156
"H4","ARG","120241","Argentina","WLD"," World","Export",6,,12.7,,3.731
"H4","ARG","120242","Argentina","WLD"," World","Export",6,241014.518,191953.853,285995.556,326110.068
"H4","ARG","120400","Argentina","WLD"," World","Export",6,2839.694,4743.048,3038.351,5355.022
"H4","ARG","120510","Argentina","WLD"," World","Export",6,70440.406,39444.828,14845.19,13059.047
"H4","ARG","120590","Argentina","WLD"," World","Export",6,2390.783,919.196,642.169,7211.842
"H4","ARG","120600","Argentina","WLD"," World","Export",6,128064.369,107882.943,72960.472,150876.737
"H4","ARG","120721","Argentina","WLD"," World","Export",6,768.768,0.788,0.143,95.206
"H4","ARG","120729","Argentina","WLD"," World","Export",6,2023.042,2202.857,5903.891,15768.648
"H4","ARG","120740","Argentina","WLD"," World","Export",6,189.294,6755.238,13736.773,6720.797
"H4","ARG","120750","Argentina","WLD"," World","Export",6,,,,7.472
"H4","ARG","120760","Argentina","WLD"," World","Export",6,198.585,,,405.501
"H4","ARG","120770","Argentina","WLD"," World","Export",6,,,,0.72
"H4","ARG","120799","Argentina","WLD"," World","Export",6,13754.158,17069.793,14361.772,21319.278
"H4","ARG","120810","Argentina","WLD"," World","Export",6,3515.046,13127.436,10675.615,3826.149
"H4","ARG","120890","Argentina","WLD"," World","Export",6,54.6,,,1898.557
"H4","ARG","120910","Argentina","WLD"," World","Export",6,,,0.005,
"H4","ARG","120921","Argentina","WLD"," World","Export",6,489.302,751.708,1033.646,365.111
"H4","ARG","120922","Argentina","WLD"," World","Export",6,2319.106,3203.71,5769.446,5311.683
"H4","ARG","120923","Argentina","WLD"," World","Export",6,877.858,544.145,854.898,966.467
"H4","ARG","120925","Argentina","WLD"," World","Export",6,5531.447,6069.569,4519.757,7120.894
"H4","ARG","120929","Argentina","WLD"," World","Export",6,13029.236,9146.873,10347.266,10531.194
"H4","ARG","120930","Argentina","WLD"," World","Export",6,2.468,,,
"H4","ARG","120991","Argentina","WLD"," World","Export",6,18408.913,17012.139,19749.376,12583.412
"H4","ARG","120999","Argentina","WLD"," World","Export",6,73.726,111.191,144.278,99.297
"H4","ARG","121010","Argentina","WLD"," World","Export",6,,,182.031,
"H4","ARG","121020","Argentina","WLD"," World","Export",6,380.783,239.482,419.77,178.198
"H4","ARG","121120","Argentina","WLD"," World","Export",6,0.425,,,
"H4","ARG","121190","Argentina","WLD"," World","Export",6,7070.924,5874.457,4251.043,5147.958
"H4","ARG","121221","Argentina","WLD"," World","Export",6,82.491,,,
"H4","ARG","121229","Argentina","WLD"," World","Export",6,643.206,768.594,934.63,1079.169
"H4","ARG","121299","Argentina","WLD"," World","Export",6,18.311,48.921,,142.785
"H4","ARG","121300","Argentina","WLD"," World","Export",6,,,1.173,0.008
"H4","ARG","121410","Argentina","WLD"," World","Export",6,984.191,1118.075,671.829,864.917
"H4","ARG","121490","Argentina","WLD"," World","Export",6,10454.034,5969.273,4756.646,5926.362
"H4","ARG","130120","Argentina","WLD"," World","Export",6,55.144,39.464,105.955,62.736
"H4","ARG","130190","Argentina","WLD"," World","Export",6,264.026,1148.57,688.39,1233.218
"H4","ARG","130212","Argentina","WLD"," World","Export",6,70.724,1.773,4.25,3.617
"H4","ARG","130213","Argentina","WLD"," World","Export",6,0.65,0.91,0.065,0.78
"H4","ARG","130219","Argentina","WLD"," World","Export",6,2488.412,1960.142,1360.688,1096.991
"H4","ARG","130220","Argentina","WLD"," World","Export",6,511.433,,165.022,0.812
"H4","ARG","130231","Argentina","WLD"," World","Export",6,6.369,4.535,,
"H4","ARG","130232","Argentina","WLD"," World","Export",6,275.675,14.666,170.004,57.883
"H4","ARG","130239","Argentina","WLD"," World","Export",6,1220.008,3033.485,1120.187,2637.512
"H4","ARG","140110","Argentina","WLD"," World","Export",6,2.808,3.81,3.4,1.5
"H4","ARG","140120","Argentina","WLD"," World","Export",6,,,0.035,
"H4","ARG","140190","Argentina","WLD"," World","Export",6,5998.924,5438.435,5535.793,4114.752
"H4","ARG","140420","Argentina","WLD"," World","Export",6,1029.698,894.046,1330.36,1182.186
"H4","ARG","140490","Argentina","WLD"," World","Export",6,41.344,33.996,91.024,75.215
"H4","ARG","150110","Argentina","WLD"," World","Export",6,255.886,165.6,186.96,216.86
"H4","ARG","150190","Argentina","WLD"," World","Export",6,9.772,16.669,7.217,
"H4","ARG","150210","Argentina","WLD"," World","Export",6,6549.662,7828.958,4198.126,3742.883
"H4","ARG","150290","Argentina","WLD"," World","Export",6,3296.162,2972.893,2540.926,2696.726
"H4","ARG","150300","Argentina","WLD"," World","Export",6,170.339,167,233.79,159.024
"H4","ARG","150410","Argentina","WLD"," World","Export",6,,,6.18,
"H4","ARG","150420","Argentina","WLD"," World","Export",6,2606.584,1754.292,1701.208,885.654
"H4","ARG","150500","Argentina","WLD"," World","Export",6,3922.942,3124.93,3053.694,2660.492
"H4","ARG","150600","Argentina","WLD"," World","Export",6,4.103,6.729,80.765,37.78
"H4","ARG","150710","Argentina","WLD"," World","Export",6,3943322.266,3294413.333,3691393.246,3966803.719
"H4","ARG","150790","Argentina","WLD"," World","Export",6,146048.953,173237.823,124045.919,139032.106
"H4","ARG","150810","Argentina","WLD"," World","Export",6,66019.045,88032.783,75196.935,98320.842
"H4","ARG","150890","Argentina","WLD"," World","Export",6,42.262,76.888,117.912,72.288
"H4","ARG","150910","Argentina","WLD"," World","Export",6,71688.361,38557.175,106425.31,54838.29
"H4","ARG","150990","Argentina","WLD"," World","Export",6,6351.251,5317.631,6286.513,4667.564
"H4","ARG","151190","Argentina","WLD"," World","Export",6,1.27,,,
"H4","ARG","151211","Argentina","WLD"," World","Export",6,449977.006,289028.623,351488.958,445982.425
"H4","ARG","151219","Argentina","WLD"," World","Export",6,78204.928,77746.102,53567.845,63067.498
"H4","ARG","151229","Argentina","WLD"," World","Export",6,10881.97,13142.542,21053.752,4939.967
"H4","ARG","151311","Argentina","WLD"," World","Export",6,,0.021,0.054,0.793
"H4","ARG","151319","Argentina","WLD"," World","Export",6,,,,0.61
"H4","ARG","151411","Argentina","WLD"," World","Export",6,9443.404,6259.323,5553.297,448.229
"H4","ARG","151419","Argentina","WLD"," World","Export",6,50.745,8.204,8.612,2.47
"H4","ARG","151491","Argentina","WLD"," World","Export",6,73.093,1533.514,985.039,747.379
"H4","ARG","151511","Argentina","WLD"," World","Export",6,553.3,526.602,62.64,69.36
"H4","ARG","151519","Argentina","WLD"," World","Export",6,77.99,58.255,27.638,33.695
"H4","ARG","151521","Argentina","WLD"," World","Export",6,9151.976,14091.173,18790.15,21676.963
"H4","ARG","151529","Argentina","WLD"," World","Export",6,7321.725,7066.912,4050.35,2574.733
"H4","ARG","151530","Argentina","WLD"," World","Export",6,42.528,56.251,25.545,32.036
"H4","ARG","151550","Argentina","WLD"," World","Export",6,9.088,0.014,0.03,
"H4","ARG","151590","Argentina","WLD"," World","Export",6,21074.308,20875,16583.842,15433.793
"H4","ARG","151610","Argentina","WLD"," World","Export",6,112.633,32.129,197.863,29.108
"H4","ARG","151620","Argentina","WLD"," World","Export",6,999.488,350.093,26.729,8.2
"H4","ARG","151710","Argentina","WLD"," World","Export",6,13123.156,10149.026,5344.693,5567.553
"H4","ARG","151790","Argentina","WLD"," World","Export",6,178069.415,123199.904,113201.961,47903.203
"H4","ARG","151800","Argentina","WLD"," World","Export",6,126489.195,99655.547,80783.666,60633.514
"H4","ARG","152000","Argentina","WLD"," World","Export",6,23472.239,32757.769,11700.805,18672.838
"H4","ARG","152110","Argentina","WLD"," World","Export",6,4.68,6.99,6.93,9.24
"H4","ARG","152190","Argentina","WLD"," World","Export",6,2511.534,4040.921,3997.706,5904.852
"H4","ARG","152200","Argentina","WLD"," World","Export",6,2.805,3.194,2.81,16.683
"H4","ARG","160100","Argentina","WLD"," World","Export",6,413.052,472.078,618.552,497.656
"H4","ARG","160220","Argentina","WLD"," World","Export",6,27.036,11.694,15.602,10.342
"H4","ARG","160231","Argentina","WLD"," World","Export",6,9.526,,,
"H4","ARG","160232","Argentina","WLD"," World","Export",6,9396.166,11352.562,12086.844,10000.101
"H4","ARG","160239","Argentina","WLD"," World","Export",6,,6.345,,
"H4","ARG","160241","Argentina","WLD"," World","Export",6,101.024,87.929,79.629,92.525
"H4","ARG","160242","Argentina","WLD"," World","Export",6,30.746,22.427,1.085,3.234
"H4","ARG","160249","Argentina","WLD"," World","Export",6,1985.939,1858.89,731.783,1234.662
"H4","ARG","160250","Argentina","WLD"," World","Export",6,104797.064,84269.827,60621.38,66337.264
"H4","ARG","160290","Argentina","WLD"," World","Export",6,312.554,475.89,650.434,726.212
"H4","ARG","160300","Argentina","WLD"," World","Export",6,161.061,57.544,121.83,110.21
"H4","ARG","160413","Argentina","WLD"," World","Export",6,,,,14.34
"H4","ARG","160414","Argentina","WLD"," World","Export",6,,589.577,,
"H4","ARG","160415","Argentina","WLD"," World","Export",6,75.348,3.024,26.061,3.595
"H4","ARG","160416","Argentina","WLD"," World","Export",6,3673.034,2634.93,1921.207,1541.412
"H4","ARG","160419","Argentina","WLD"," World","Export",6,2657.006,3340.459,3837.608,3452.18
"H4","ARG","160420","Argentina","WLD"," World","Export",6,3181.137,2851.835,2986.063,2041.17
"H4","ARG","160510","Argentina","WLD"," World","Export",6,,8.486,,
"H4","ARG","160521","Argentina","WLD"," World","Export",6,,1.613,4.94,15.437
"H4","ARG","160529","Argentina","WLD"," World","Export",6,0.066,3.3,13.2,6.092
"H4","ARG","160540","Argentina","WLD"," World","Export",6,426.333,,,
"H4","ARG","160553","Argentina","WLD"," World","Export",6,0.448,0.448,3.234,
"H4","ARG","160554","Argentina","WLD"," World","Export",6,16.263,9.922,7.755,32.604
"H4","ARG","160555","Argentina","WLD"," World","Export",6,,0.144,,
"H4","ARG","160556","Argentina","WLD"," World","Export",6,0.821,2.16,6.176,6.978
"H4","ARG","160559","Argentina","WLD"," World","Export",6,175.682,170.451,41.443,
"H4","ARG","170114","Argentina","WLD"," World","Export",6,41750.081,10133.538,36366.484,136259.158
"H4","ARG","170191","Argentina","WLD"," World","Export",6,0.785,1.971,1.012,0.539
"H4","ARG","170199","Argentina","WLD"," World","Export",6,90502.167,30653.786,38147.978,99942.448
"H4","ARG","170211","Argentina","WLD"," World","Export",6,2480.531,1798.049,973.789,855.496
"H4","ARG","170219","Argentina","WLD"," World","Export",6,1.761,,,
"H4","ARG","170230","Argentina","WLD"," World","Export",6,19717.783,15087.231,15012.188,13494.333
"H4","ARG","170240","Argentina","WLD"," World","Export",6,1674.135,1547.417,1390.806,1280.073
"H4","ARG","170250","Argentina","WLD"," World","Export",6,8.9,78.704,82.153,0.018
"H4","ARG","170260","Argentina","WLD"," World","Export",6,5191.349,3774.59,2887.727,2801.938
"H4","ARG","170290","Argentina","WLD"," World","Export",6,9291.027,7100.112,5433.16,5291.917
"H4","ARG","170310","Argentina","WLD"," World","Export",6,744.696,855.819,926.914,1150.792
"H4","ARG","170410","Argentina","WLD"," World","Export",6,6419.993,5121.109,2078.994,1322.991
"H4","ARG","170490","Argentina","WLD"," World","Export",6,69837.288,58432.654,46852.725,43047.949
"H4","ARG","180320","Argentina","WLD"," World","Export",6,11.52,4.96,11.97,6.65
"H4","ARG","180400","Argentina","WLD"," World","Export",6,46.424,,,
"H4","ARG","180500","Argentina","WLD"," World","Export",6,23.62,98.7,38.09,19.367
"H4","ARG","180610","Argentina","WLD"," World","Export",6,1577.664,893.375,852.871,685.524
"H4","ARG","180620","Argentina","WLD"," World","Export",6,9511.083,13339.083,9749.188,6962.958
"H4","ARG","180631","Argentina","WLD"," World","Export",6,705.744,2328.139,2280.777,656.737
"H4","ARG","180632","Argentina","WLD"," World","Export",6,8604.953,5794.515,7700.616,6688.829
"H4","ARG","180690","Argentina","WLD"," World","Export",6,124474.586,121520.41,105723.639,75221.13
"H4","ARG","190110","Argentina","WLD"," World","Export",6,141909.503,192608.723,148203.219,117079.066
"H4","ARG","190120","Argentina","WLD"," World","Export",6,76346.685,68242.301,25867.327,19006.149
"H4","ARG","190190","Argentina","WLD"," World","Export",6,103754.088,107795.108,46718.405,36319.905
"H4","ARG","190211","Argentina","WLD"," World","Export",6,581.627,487.242,381.983,237.941
"H4","ARG","190219","Argentina","WLD"," World","Export",6,4119.53,2759.042,819.79,5849.096
"H4","ARG","190220","Argentina","WLD"," World","Export",6,4308.139,3808.507,3133.589,3477.596
"H4","ARG","190230","Argentina","WLD"," World","Export",6,348.111,237.709,152.009,269.553
"H4","ARG","190240","Argentina","WLD"," World","Export",6,6.75,,5.985,4.8
"H4","ARG","190410","Argentina","WLD"," World","Export",6,27450.187,11186.245,10202.686,8203.626
"H4","ARG","190420","Argentina","WLD"," World","Export",6,1361.759,462.068,299.756,439.569
"H4","ARG","190430","Argentina","WLD"," World","Export",6,18.414,89.237,56.188,30.53
"H4","ARG","190490","Argentina","WLD"," World","Export",6,206.43,18.069,14.292,10.321
"H4","ARG","190520","Argentina","WLD"," World","Export",6,3871.82,4068.159,2488.171,1676.875
"H4","ARG","190531","Argentina","WLD"," World","Export",6,43335.754,42698.643,43307.605,34942.966
"H4","ARG","190532","Argentina","WLD"," World","Export",6,7763.168,7974.859,6733.415,6026.4
"H4","ARG","190540","Argentina","WLD"," World","Export",6,1312.431,1242.123,1145.799,769.605
"H4","ARG","190590","Argentina","WLD"," World","Export",6,60087.598,55576.741,46813.617,39302.316
"H4","ARG","200110","Argentina","WLD"," World","Export",6,96.07,95.277,127.135,130.673
"H4","ARG","200190","Argentina","WLD"," World","Export",6,28.656,19.421,5.497,35.783
"H4","ARG","200210","Argentina","WLD"," World","Export",6,1525.224,1720.503,2015.578,1924.067
"H4","ARG","200290","Argentina","WLD"," World","Export",6,1630.541,1656.762,2339.176,2330.335
"H4","ARG","200310","Argentina","WLD"," World","Export",6,0.448,,,74.125
"H4","ARG","200390","Argentina","WLD"," World","Export",6,,25.2,19.14,20
"H4","ARG","200410","Argentina","WLD"," World","Export",6,210607.279,178118.931,157018.934,178772.179
"H4","ARG","200490","Argentina","WLD"," World","Export",6,109.126,198.96,123.707,99.787
"H4","ARG","200510","Argentina","WLD"," World","Export",6,5.945,3.036,0.966,
"H4","ARG","200520","Argentina","WLD"," World","Export",6,15013.572,13480.997,12951.381,10757.291
"H4","ARG","200540","Argentina","WLD"," World","Export",6,1948.776,849.174,332.377,154.613
"H4","ARG","200551","Argentina","WLD"," World","Export",6,0.978,1.8,,
"H4","ARG","200559","Argentina","WLD"," World","Export",6,4.323,2.639,,
"H4","ARG","200560","Argentina","WLD"," World","Export",6,34.067,,,1.051
"H4","ARG","200570","Argentina","WLD"," World","Export",6,110321.668,77654.243,62008.194,86583.389
"H4","ARG","200580","Argentina","WLD"," World","Export",6,215.796,175.978,74.329,68.583
"H4","ARG","200599","Argentina","WLD"," World","Export",6,2711.235,2830.406,2102.577,2858.187
"H4","ARG","200600","Argentina","WLD"," World","Export",6,214.996,177.866,153.366,144.86
"H4","ARG","200710","Argentina","WLD"," World","Export",6,67.311,97.671,25.137,65.676
"H4","ARG","200791","Argentina","WLD"," World","Export",6,258.662,437.777,403.092,387.616
"H4","ARG","200799","Argentina","WLD"," World","Export",6,27100.471,21417.035,24130.954,23755.354
"H4","ARG","200811","Argentina","WLD"," World","Export",6,425059.149,377378.433,450163.561,499140.415
"H4","ARG","200819","Argentina","WLD"," World","Export",6,1994.364,1354.135,2490.94,1696.697
"H4","ARG","200820","Argentina","WLD"," World","Export",6,3.474,6.215,6.722,0.493
"H4","ARG","200830","Argentina","WLD"," World","Export",6,3723.839,3191.588,4813.57,3240.313
"H4","ARG","200840","Argentina","WLD"," World","Export",6,3878.191,2419.72,2598.734,716.768
"H4","ARG","200850","Argentina","WLD"," World","Export",6,217.87,0.896,3.417,0.973
"H4","ARG","200860","Argentina","WLD"," World","Export",6,355.123,325.627,401.849,168.151
"H4","ARG","200870","Argentina","WLD"," World","Export",6,33787.333,9425.783,15516.403,13256.022
"H4","ARG","200880","Argentina","WLD"," World","Export",6,1928.372,1525.912,1176.435,1292.458
"H4","ARG","200893","Argentina","WLD"," World","Export",6,6.529,,,1.568
"H4","ARG","200897","Argentina","WLD"," World","Export",6,1015.733,758.071,900.104,1196.569
